dates,price,Dates,derivative_prices,derivative_prices_ems,derivative_prices_r2,derivative_prices_r3,derivative_prices_av,derivative_prices_sep,derivative_prices_call
2023-10-23,93.41,2023-10-23,1018.9073226332282,1021.2110911929637,1018.2527789034308,1018.286398306013,1019.1054417400907,1014.5348327919684,1018.9073226332282
2023-10-24,92.44,2023-10-24,1008.0966828944831,1013.095434382736,1008.4386679098784,1008.2198531199408,1009.4065884337522,1003.0288240737536,1008.0966828944831
2023-10-25,92.33,2023-10-25,1006.5189824128809,1011.4564615676045,1007.9516982084778,1006.5724527411098,1009.042943339346,1002.7417123915653,1006.5189824128809
2023-10-26,93.17,2023-10-26,1009.71744865816,1013.5554903749162,1008.8735760582753,1010.1970969926635,1008.9991543258726,1003.7374897103253,1009.71744865816
2023-10-27,92.19,2023-10-27,1014.9572178025008,1017.5274824795516,1012.7366788241858,1013.1931377853784,1011.7946538729044,1009.606765694553,1014.9572178025008
2023-10-30,91.6,2023-10-30,996.083293520794,1002.5848693742728,993.3198636652104,994.269434963085,996.5748761524571,991.0462790175379,996.083293520794
2023-10-31,93.3,2023-10-31,1001.8010533995671,1006.9101763197141,1001.7624374801381,999.3291373319404,999.2923011174473,994.3378894302352,1001.8010533995671
2023-11-01,94.11,2023-11-01,1007.899334555127,1011.6315799217379,1007.9543927761619,1007.4719334089311,1007.2440819120903,1002.212520155298,1007.899334555127
2023-11-02,95.51,2023-11-02,1009.606447518838,1013.6361968364153,1008.6526471916384,1008.83341951921,1008.8202309436138,1004.1883652928485,1009.606447518838
2023-11-03,97.06,2023-11-03,1012.9576470975541,1016.6015993621111,1010.8285640934135,1011.9527448048565,1011.4882467150393,1007.413982257352,1012.9576470975541
2023-11-06,96.68,2023-11-06,1014.3117368748185,1017.3931931419917,1014.2747258373674,1014.8170851820223,1014.1120529415734,1012.1235293202454,1014.3117368748185
2023-11-07,96.85,2023-11-07,1014.8997361827603,1017.8942730995387,1014.0840660102775,1014.2659832101791,1012.9489452574996,1011.5861005943143,1014.8997361827603
2023-11-08,96.68,2023-11-08,1012.5458460706383,1016.6987796124882,1012.9235637522462,1012.7227360118474,1014.3963300441095,1012.4308855511324,1012.5458460706383
